resource_id,citation_key,short_label,year,linked_publications,setting,record_basis,origin,focal_task,participants,robot_instances,robot_platforms,focal_tasks,environment_configurations,sessions_or_trials,duration,access_status,H_capabilityAndRole,H_physicalState,H_action,H_intent,H_internalState,R_capabilityAndConfiguration,R_physicalState,R_action,R_intent,T_specification,T_structure,T_allocation,T_workObjectState,T_execution,E_geometricStructure,E_semanticContent,E_operatingConditions,I_modality,I_representationForm,I_unitOfObservation,I_measurementUnit,I_source,I_perspective,I_encodingMethod,I_spatialReference,I_temporalReference,cross_referent_relations
RES-CON-0083-01,Tian2025,Tian2025,2025,10.35490/ec3.2025.222,not reported,model-generated,not reported,brick laying,not reported,1,1,1,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,captured,captured,notReported,captured,notReported,captured,captured,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0084-01,Wang2025837,Wang2025,2025,10.22260/isarc2025/0109,not reported,mixed,real,wooden wall panel manufacturing,6,1,1,1,1,not reported,not reported,not reported,captured,notReported,notReported,notReported,captured,captured,notReported,captured,notReported,captured,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported
RES-CON-0085-01,Jayasuriya20245637,Jayasuriya2024,2024,10.1109/icra57147.2024.10609996,not reported,episode,real,pick-and-place,4,not reported,not reported,1,1,not reported,not reported,not reported,notReported,captured,notReported,captured,captured,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0086-01,Wei2024438,Wei2024,2024,10.1109/ro-man60168.2024.10731404,not reported,episode,not reported,multi-manipulator fabrication,not reported,1,1,1,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,captured,captured,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,reported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0088-01,Fu2024924,Fu2024,2024,10.1061/9780784486115.098,not reported,mixed,not reported,not reported,not reported,1,1,not reported,not reported,not reported,not reported,not reported,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,captured,captured,notReported,notReported,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,reported,notReported,notReported,notReported,reported,notReported,directed psychological relation
RES-CON-0089-01,Amani2024679,Amani2024,2024,10.1061/9780784486115.072,not reported,episode,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,captured,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0091-01,Tian2024952,Tian2024,2024,10.1061/9780784486115.101,not reported,mixed,real,tool handover,3,1,1,1,1,not reported,not reported,not reported,captured,notReported,notReported,captured,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,captured,notReported,reported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0092-01,Liang2024856,Liang2024,2024,10.1061/9780784485262.087,not reported,episode,real,placing wood pieces; nailing wood pieces,1,1,2,2,1,not reported,not reported,not reported,notReported,captured,captured,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,captured,captured,captured,notReported,notReported,reported,reported,notReported,reported,notReported,notReported,notReported,reported,notReported,notReported
RES-CON-0093-01,Chauhan2024,Chauhan2024,2024,10.1061/jccee5.cpeng-5692,not reported,mixed,real,bricklaying,not reported,1,1,1,1,not reported,not reported,available on request,captured,notReported,captured,notReported,captured,captured,notReported,captured,captured,notReported,notReported,captured,notReported,captured,notReported,notReported,captured,reported,notReported,notReported,reported,notReported,notReported,notReported,notReported,reported,directed psychological relation
RES-CON-0094-01,Skevaki2024291,Skevaki2024,2024,not reported,not reported,episode,not reported,SPACE FRAME ASSEMBLY,not reported,2,not reported,1,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0095-01,Emaminejad2024,Emaminejad2024,2024,10.1061/jccee5.cpeng-5660,not reported,elicited,real,reinforcement,not reported,7,7,1,not reported,not reported,not reported,available on request,captured,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,reported,reported,notReported,reported,notReported,notReported,notReported,reported,notReported,communication;directed psychological relation
RES-CON-0096-01,Bavelos20241077,Bavelos2024,2024,10.1111/mice.13185,laboratory mock-up,episode,real,road maintenance,2,1,1,1,2,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,captured,captured,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,communication
RES-CON-0099-01,Park2024916,Park2024,2024,10.1061/9780784486115.097,immersive/VR,episode,not reported,drywall installation,not reported,not reported,not reported,1,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,communication
RES-CON-0100-01,Rogeau2024642,Rogeau2024,2024,10.1177/14780771241286605,not reported,episode,not reported,timber joint assembly,not reported,not reported,not reported,1,not reported,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,captured,captured,captured,captured,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0101-01,Liang2024479,Liang2024,2024,10.1061/9780784485224.058,not reported,episode,real,not reported,8,not reported,not reported,not reported,not reported,3,not reported,not reported,notReported,captured,notReported,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported
RES-CON-0102-01,Wang20243489,Wang2024,2024,10.1111/mice.13202,not reported,episode,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,notReported,captured,captured,captured,captured,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,reported,notReported,reported,reported,notReported,notReported,reported,notReported
RES-CON-0104-01,WOS:001112023900001,Heravi2024,2024,10.1016/j.eswa.2023.122423,not reported,episode,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,available on request,notReported,captured,captured,notReported,captured,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,captured,reported,reported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0106-01,Baek2024,Baek2024,2024,10.1016/j.autcon.2024.105608,laboratory mock-up,episode,real,bricklaying,18,1,1,1,1,8,not reported,not reported,captured,notReported,captured,notReported,captured,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,reported,notReported,reported,notReported,reported,notReported,notReported,notReported
RES-CON-0108-01,Wang2024,Wang2024,2024,10.1016/j.compind.2024.104112,not reported,mixed,real,drywall installation; brick pick-and-place,not reported,1,1,2,1,10,not reported,available on request,notReported,notReported,captured,notReported,notReported,captured,captured,captured,captured,captured,captured,captured,captured,captured,captured,captured,captured,reported,reported,notReported,reported,notReported,notReported,reported,reported,notReported,notReported
RES-CON-0110-01,WOS:001175569900029,Li2024,2024,not reported,immersive/VR,episode,not reported,moving the robot to the stack of window panels; picking up the window; transporting the window to the installation location; installing the window to the target pose,not reported,1,2,4,1,not reported,not reported,not reported,captured,notReported,captured,notReported,notReported,captured,notReported,captured,notReported,captured,notReported,captured,notReported,captured,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0111-01,Wang2024991,Wang2024,2024,10.1061/9780784485262.101,not reported,episode,not reported,not reported,not reported,1,1,not reported,not reported,not reported,not reported,not reported,notReported,captured,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,reported,notReported,notReported,reported,notReported
RES-CON-0112-01,Cai2024,Cai2024,2024,10.1016/j.aei.2024.102411,not reported,episode,real,not reported,9,not reported,not reported,not reported,not reported,not reported,not reported,available on request,captured,captured,captured,captured,captured,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported
RES-CON-0113-01,Liang2024962,Liang2024,2024,10.1061/9780784486115.102,not reported,episode,real,assembly process,1,1,1,1,1,not reported,not reported,not reported,notReported,captured,captured,captured,notReported,notReported,notReported,captured,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,reported,notReported,reported,notReported,communication
RES-CON-0114-01,WOS:001283941000028,Kyaw2024,2024,10.1007/978-981-99-8405-3_28,not reported,episode,not reported,Robotic Fabrication,not reported,not reported,not reported,1,not reported,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,captured,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0115-01,Yu2024787,Yu2024,2024,10.1061/9780784485224.095,simulation,episode,real,object handover,3,1,1,1,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,communication;handover/contact
RES-CON-0116-01,Zhao2024933,Zhao2024,2024,10.1061/9780784486115.099,simulation,episode,synthetic,not reported,not reported,1,1,not reported,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,communication
RES-CON-0117-01,Yu2024823,Yu2024,2024,10.1061/9780784486115.087,immersive/VR,episode,not reported,ceiling installation,not reported,1,1,1,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,captured,notReported,captured,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,directed psychological relation
RES-CON-0119-01,Nassar2024639,Nassar2024,2024,10.1061/9780784485262.065,not reported,mixed,real,bricklaying,87,1,1,1,not reported,not reported,not reported,not reported,captured,notReported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported
RES-CON-0120-01,Li2024,Li2024,2024,10.1016/j.birob.2024.100183,not reported,episode,real,curtain wall handling,1,1,1,1,1,not reported,not reported,metadata only,notReported,notReported,notReported,captured,notReported,captured,notReported,captured,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0122-01,Liu20242242,Liu2024,2024,10.1111/mice.13129,laboratory mock-up,episode,real,bricklaying,10,1,1,1,1,not reported,not reported,not reported,captured,notReported,notReported,captured,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,reported,reported,notReported,notReported,notReported,reported,reported,reported,directed psychological relation
RES-CON-0123-01,Chang2024593,Chang2024,2024,10.1061/9780784486115.063,on-site,episode,real,bricklaying,120,1,1,1,1,not reported,not reported,not reported,captured,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported
RES-CON-0124-01,Liu2024571,Liu2024,2024,10.1061/9780784485224.069,not reported,mixed,real,excavation,20,1,1,1,not reported,not reported,not reported,not reported,captured,captured,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,captured,reported,notReported,reported,notReported,notReported,notReported,notReported,reported,notReported,communication
RES-CON-0125-01,Park2024453,Park2024,2024,10.1061/9780784485224.055,not reported,model-generated,not reported,panel installation,not reported,not reported,not reported,1,not reported,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0126-01,Yoon2024,Yoon2024,2024,10.1061/jccee5.cpeng-5715,not reported,episode,real,Drywall cutting,11,1,1,1,1,not reported,not reported,available on request,captured,captured,captured,captured,captured,captured,notReported,captured,captured,notReported,captured,captured,captured,captured,captured,notReported,captured,reported,reported,notReported,reported,notReported,notReported,notReported,reported,notReported,communication
RES-CON-0127-01,WOS:001118486000001,Pan2024,2024,10.1016/j.autcon.2023.105184,not reported,episode,not reported,scaffolding,not reported,not reported,not reported,1,1,not reported,not reported,available on request,notReported,notReported,captured,captured,notReported,captured,notReported,captured,captured,captured,captured,notReported,notReported,captured,captured,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0128-01,Shah2024717,Shah2024,2024,10.1061/9780784485262.073,not reported,episode,not reported,lifting drywall; carrying drywall; holding drywall; mounting drywall,not reported,not reported,not reported,4,1,not reported,not reported,not reported,notReported,notReported,captured,captured,captured,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,reported,reported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported
RES-CON-0129-01,Cai2024579,Cai2024,2024,10.1061/9780784485224.070,not reported,episode,real,six assembly tasks,9,not reported,not reported,6,not reported,not reported,30 min,not reported,captured,captured,notReported,captured,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,captured,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported
RES-CON-0130-01,Park2024,Park2024,2024,10.1016/j.autcon.2024.105345,not reported,episode,mixed,drywall installation,not reported,1,1,1,1,not reported,not reported,available on request,notReported,notReported,captured,notReported,captured,captured,notReported,captured,captured,notReported,notReported,notReported,captured,captured,captured,captured,notReported,reported,notReported,notReported,reported,reported,notReported,reported,notReported,notReported,communication
RES-CON-0131-01,Pramanik2024124,Pramanik2024,2024,10.1109/memocode63347.2024.00021,on-site,model-generated,real,not reported,not reported,3,1,not reported,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,captured,captured,captured,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,reported,reported,notReported,proximity
RES-CON-0132-01,Chauhan2024,Chauhan2024,2024,10.1016/j.aei.2024.102720,immersive/VR,mixed,real,bricklaying,11,1,1,1,1,not reported,not reported,available on request,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,captured,notReported,notReported,captured,notReported,captured,notReported,notReported,captured,reported,notReported,notReported,reported,notReported,notReported,notReported,notReported,reported,directed psychological relation
RES-CON-0133-01,Gong2024183,Gong2024,2024,10.52842/conf.ecaade.2024.1.183,not reported,episode,real,assembly of construction walls using recycled materials,not reported,1,1,1,1,not reported,not reported,not reported,notReported,captured,notReported,notReported,notReported,captured,notReported,captured,captured,captured,notReported,notReported,captured,captured,notReported,notReported,notReported,reported,reported,notReported,reported,notReported,notReported,notReported,reported,notReported,notReported
RES-CON-0134-01,Shayesteh2024906,Shayesteh2024,2024,10.1061/9780784486115.096,immersive/VR,mixed,real,collaborative bricklaying,6,not reported,not reported,1,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,captured,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,reported,notReported,reported,notReported,reported,notReported,notReported,notReported,reported,notReported
RES-CON-0135-01,WOS:001196835000079,Wang2024,2024,not reported,not reported,episode,not reported,interlocking block assembly,not reported,1,1,1,not reported,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,captured,notReported,captured,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,communication
RES-CON-0137-01,You2024942,You2024,2024,10.1061/9780784486115.100,not reported,episode,not reported,not reported,not reported,1,1,not reported,1,not reported,not reported,not reported,notReported,captured,captured,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,notReported,captured,captured,notReported,captured,notReported,reported,reported,notReported,notReported,notReported,notReported,reported,reported,notReported,notReported
RES-CON-0138-01,Chang2024821,Chang2024,2024,10.1061/9780784485224.099,not reported,mixed,real,bricklaying,36,4,4,1,not reported,not reported,not reported,not reported,captured,captured,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,reported,reported,notReported,reported,reported,reported,directed psychological relation
RES-CON-0139-01,Wu202490,Wu2024,2024,10.1109/iros58592.2024.10802698,on-site,episode,real,Reinforcement,not reported,3,3,1,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,captured,captured,notReported,captured,notReported,reported,reported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0140-01,Halder2024657,Halder2024,2024,10.1061/9780784485224.079,not reported,episode,not reported,not reported,not reported,1,1,not reported,not reported,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,communication
RES-CON-0141-01,Onososen2024121,Onososen2024,2024,not reported,immersive/VR,mixed,real,not reported,42,1,1,not reported,1,not reported,not reported,not reported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,captured,reported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported
RES-CON-0142-01,Jang2024461,Jang2024,2024,10.1061/9780784485224.056,not reported,episode,real,not reported,5,1,1,not reported,2,not reported,not reported,not reported,notReported,notReported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,reported,notReported,notReported,reported,proximity
RES-CON-0143-01,Onososen202375,Onososen2023,2023,not reported,immersive/VR,mixed,real,not reported,7,1,1,not reported,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,reported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported
RES-CON-0145-01,WOS:001105806000001,Chen2023,2023,10.1016/j.jenvman.2023.119341,laboratory mock-up,mixed,real,construction waste sorting,not reported,1,1,1,1,not reported,not reported,explicitly unavailable,captured,notReported,captured,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,captured,captured,captured,notReported,captured,notReported,reported,notReported,notReported,reported,notReported,notReported,notReported,reported,notReported,notReported
RES-CON-0147-01,WOS:000988854500011,Yoon2023,2023,10.1061/jcemd4.coeng-12997,not reported,episode,real,panel installation,not reported,1,1,1,1,1195,not reported,available on request,notReported,notReported,captured,notReported,captured,captured,captured,captured,captured,captured,notReported,captured,notReported,captured,captured,notReported,captured,reported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,communication;shared attention/awareness
RES-CON-0149-01,Liu2023295,Liu2023,2023,10.1007/978-981-19-0503-2_24,not reported,episode,real,not reported,4,not reported,not reported,not reported,not reported,not reported,not reported,not reported,captured,notReported,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,reported,notReported,reported,notReported,notReported,notReported,reported,notReported
RES-CON-0150-01,Wang2023,Wang2023,2023,10.1016/j.engappai.2023.106179,laboratory mock-up,episode,real,not reported,not reported,not reported,not reported,not reported,1,not reported,not reported,open public,notReported,captured,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,captured,captured,captured,notReported,notReported,captured,reported,reported,reported,notReported,reported,reported,reported,notReported,notReported,communication
RES-CON-0151-01,Liu2023224,Liu2023,2023,10.1139/cjce-2021-0646,not reported,mixed,real,brick-laying,14,1,1,1,not reported,not reported,not reported,available on request,captured,notReported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,reported,notReported
RES-CON-0153-01,Chen2023169,Chen2023,2023,10.52842/conf.caadria.2023.2.169,not reported,episode,not reported,CONCRETE PRINTING,not reported,not reported,not reported,1,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported
RES-CON-0154-01,Shayesteh2023255,Shayesteh2023,2023,10.1007/978-981-19-0503-2_21,not reported,mixed,real,masonry task,not reported,1,1,1,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,captured,captured,notReported,captured,notReported,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,reported,reported,notReported,notReported,notReported,reported,notReported
RES-CON-0155-01,Pan2023,Pan2023,2023,10.1061/9780784485224.081,not reported,episode,not reported,scaffolding,not reported,not reported,not reported,1,not reported,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,reported,reported,notReported,notReported,reported,notReported,notReported,notReported
RES-CON-0156-01,González-Böhme2023,Gonzalez-Bohme2023,2023,10.3390/buildings13081965,immersive/VR,episode,synthetic,laying out joinery on the workpiece; cutting the joinery,not reported,1,1,2,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,captured,captured,captured,notReported,notReported,captured,captured,notReported,notReported,notReported,reported,reported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported
RES-CON-0158-01,Jang2023,Jang2023,2023,10.3390/s23156997,laboratory mock-up,episode,real,not reported,not reported,not reported,not reported,not reported,not reported,not reported,22 min | 12 s,available on request,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,captured,notReported,reported,reported,reported,notReported,notReported,notReported,notReported,reported,notReported
RES-CON-0159-01,Yu2023,Yu2023,2023,10.1016/j.autcon.2023.104829,not reported,episode,real,object handover,3,1,1,1,1,not reported,not reported,available on request,notReported,captured,captured,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,captured,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,communication;handover/contact
RES-CON-0163-01,Shen2023372,Shen2023,2023,10.1007/978-3-031-35634-6_26,not reported,episode,not reported,Robotic Fabrication,not reported,1,1,1,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0164-01,Wu2023,Wu2023,2023,10.1016/j.aei.2023.101939,on-site,episode,real,bricklaying,10,not reported,not reported,1,1,not reported,not reported,not reported,captured,notReported,captured,notReported,captured,captured,notReported,captured,captured,notReported,notReported,captured,notReported,captured,notReported,notReported,captured,reported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0165-01,Wang2023495,Wang2023,2023,10.1109/jsen.2022.3222801,laboratory mock-up,episode,real,not reported,not reported,not reported,not reported,not reported,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,notReported,notReported,captured,reported,reported,reported,notReported,reported,notReported,notReported,notReported,reported,notReported
RES-CON-0167-01,Shayesteh2022422,Shayesteh2022,2022,10.1061/9780784483985.043,not reported,episode,real,carrying concrete blocks; laying concrete blocks to build a concrete wall,not reported,1,1,2,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported
RES-CON-0168-01,Wu2022,Wu2022,2022,10.1016/j.aei.2022.101589,not reported,model-generated,mixed,Brick Laying,not reported,1,1,1,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,captured,notReported,captured,notReported,captured,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0171-01,Wang2022328,Wang2022,2022,not reported,laboratory mock-up,episode,real,not reported,not reported,1,1,not reported,1,not reported,not reported,not reported,notReported,captured,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,captured,captured,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported
RES-CON-0172-01,Liu2022621,Liu2022,2022,10.1061/9780784483961.065,not reported,episode,real,bricklaying,4,1,1,1,not reported,not reported,not reported,not reported,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported
RES-CON-0173-01,Ziada2022111,Ziada2022,2022,10.3233/atde220131,not reported,model-generated,not reported,window assembly,not reported,not reported,not reported,1,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0174-01,Shayesteh2022631,Shayesteh2022,2022,10.1061/9780784483961.066,immersive/VR,elicited,real,brick-laying,not reported,1,1,1,1,not reported,not reported,not reported,notReported,captured,notReported,notReported,captured,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,directed psychological relation
RES-CON-0175-01,Liu2022205,Liu2022,2022,10.1061/9780784483961.022,simulation,episode,real,materials-delivery,13,1,1,1,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,captured,notReported,notReported,captured,captured,captured,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0176-01,Liu2021,Liu2021,2021,10.1016/j.autcon.2020.103523,not reported,episode,real,not reported,12,1,1,not reported,not reported,60,not reported,not reported,notReported,captured,captured,notReported,captured,captured,captured,captured,captured,captured,notReported,captured,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,notReported,reported,notReported,reported,notReported,reported,communication
RES-CON-0177-01,Liu2021,Liu2021,2021,10.1016/j.autcon.2021.103556,laboratory mock-up,episode,real,welding,14,1,1,1,1,not reported,not reported,not reported,captured,captured,captured,notReported,captured,notReported,notReported,captured,notReported,captured,notReported,captured,notReported,captured,notReported,notReported,captured,notReported,notReported,reported,reported,notReported,notReported,reported,notReported,reported,notReported
